no.,dise code,crc no.,school name,school mgt,school cat.,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchregu,tchcont,tchpart,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email
538,24091501423,C.R.C. NO. 14,VANDE MATARAM SEC AND HIGH. SEC. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,52,18,37,14,46,16,3,7,10,0,10,0,281,2380707,9825781496,,,,vandematramhighschool@gmail.com
539,24091501424,C.R.C. NO. 14,VANDEMATARAM VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,17,13,12,13,15,19,12,25,9,20,14,19,18,19,15,0,0,0,0,0,0,0,0,5,6,11,11,0,0,281,2380707,,,,,
540,24091501425,C.R.C. NO. 14,KARMAYOGI ENGLISH PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,10,10,8,15,15,17,15,19,15,16,19,18,16,21,13,0,0,0,0,0,0,0,0,5,4,9,9,0,0,281,2380707,,,,,
541,24091501426,C.R.C. NO. 14,CREATIVE SCIENCE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,76,128,53,7,0,7,7,0,0,281,2382099,9426224065,,,9428010988,creativesankul9193@yahoo.com
542,24091501427,C.R.C. NO. 14,BAHUCHAR VIDHYALAY,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,1,2,3,3,0,0,281,2386952,,,,,
543,24091501428,C.R.C. NO. 14,SANSKAR LAXMI GHYAN VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,19,13,19,12,18,22,11,15,17,12,16,12,15,9,8,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,,9825209799,,,,
544,24091501429,C.R.C. NO. 14,MATUSHRI RADHABAI BECHARBHAI AKABARI PRI.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,15,6,13,17,15,11,13,14,14,15,23,15,24,8,29,0,0,0,0,0,0,0,0,2,1,3,3,0,0,281,2388031,,,,,
545,24091501501,C.R.C. NO. 4,SCHOOL NO.10,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,17,9,10,19,11,14,15,15,7,11,12,8,7,4,0,0,0,0,0,0,0,0,0,0,1,6,7,7,0,0,,,9067733392,,,,school10rmc@gmail.com
546,24091501502,C.R.C. NO. 10,SCHOOL NO.4,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,9,5,11,12,8,11,16,19,17,16,17,26,15,14,14,20,0,0,0,0,0,0,0,0,3,4,7,7,0,0,281,3049118,9227608488,,,9426161704,
547,24091501503,C.R.C. NO. 10,SCHOOL NO.5,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,5,2,3,5,4,7,11,1,14,6,10,4,12,9,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,281,2586070,9428464330,,0,0,school5rmc@gmail.com
548,24091501504,C.R.C. NO. 4,SCHOOL NO.26,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,16,16,20,19,24,18,33,33,21,22,16,24,32,19,24,16,0,0,0,0,0,0,0,0,4,7,11,11,0,0,281,2444202,9426020232,,,9924106006,
549,24091501507,C.R.C. NO. 15,GAUTAM VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,7,13,4,13,5,15,8,14,12,17,9,21,11,15,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,281,2239027,9925018751,,,,gautamschool21@gmail.com
550,24091501509,C.R.C. NO. 15,BAJRANG VIDHIYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,4,4,4,11,2,12,7,12,6,11,6,3,5,6,5,0,0,0,0,0,0,0,0,5,7,12,0,12,0,281,2237949,8980803190,,,,
551,24091501510,C.R.C. NO. 15,SHREE VIKASH VIDHIYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,6,9,8,8,7,7,10,19,19,17,14,11,8,10,6,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,9825642719,,,,vikasvidhyalay2013@gmail.com
552,24091501511,C.R.C. NO. 1,ADARSH PR.SCHOOL GRANTED,Pvt. Aided                                                                 ,Primary with Upper Primary                                                 ,7,10,18,4,8,5,8,11,12,12,18,13,12,9,10,16,0,0,0,0,0,0,0,0,2,4,6,6,0,0,0,,9879011292,,,,
553,24091501512,C.R.C. NO. 15,NAVYUG PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,61,46,59,54,77,45,73,37,91,52,105,73,97,63,86,59,0,0,0,0,0,0,0,0,5,11,16,16,0,0,281,2235985,9924084184,,,9429381161,
554,24091501514,C.R.C. NO. 15,ACHAUHAM VIDHYALAY PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,0,0,,,9409436197,,,,
555,24091501515,C.R.C. NO. 15,SHRI H K SHETH PRI SCHOOL (GUJ MED),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,34,13,38,14,25,12,35,5,31,7,31,14,30,21,22,22,0,0,0,0,0,0,0,0,0,7,7,0,7,0,281,2228529,,,,,
556,24091501516,C.R.C. NO. 15,SHRI HIRALAXMI K SHETH PRI SCHOOL (ENG MED),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,12,17,11,16,13,11,3,14,5,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,281,2228529,,,,,
557,24091501517,C.R.C. NO. 15,SHREE AMBICA PRIMARY VIDYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,8,22,9,20,5,27,7,24,10,24,8,28,8,34,9,0,0,0,0,0,0,0,0,0,5,5,5,0,0,281,2235657,9925117731,,,,
558,24091501518,C.R.C. NO. 15,BAL KISHOR VIDHYALAYA (PRI.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,5,0,0,0,0,0,0,5,1,6,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,281,,9374125027,,,,
559,24091501519,C.R.C. NO. 15,SHRI ARUNODAYA SECONDARY SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,63,5,14,8,37,5,4,4,8,8,0,0,281,2235657,9925117731,,,,
560,24091501520,C.R.C. NO. 15,SHRI AMBICA HIGH.SEC.SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,19,62,12,4,1,5,5,0,0,281,2235657,8469996305,,,7600619711,
561,24091501521,C.R.C. NO. 15,SHRI BAL KISHOR VIDHYALAYA  RAJKOT,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,25,16,0,0,0,0,3,1,4,4,0,0,281,2222582,9426880965,,,,bkv.1959@yahoo.com
562,24091501522,C.R.C. NO. 15,SHREE P. & T. V. SHETH HIGH SCHOOL,Local body                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,55,0,171,0,194,0,15,3,18,18,0,0,281,2232170,9427433339,281,2369736,9879009831,ptvshethhighschool50@gmail.com
563,24091501523,C.R.C. NO. 15,GAUTAM MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,15,30,19,14,12,6,5,4,2,6,6,0,0,281,2239027,9925018751,281,2239027,,gautamschool21@gmail.com
564,24091501524,C.R.C. NO. 1,SHRI RAMNATHPARA HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,8,0,0,0,0,4,0,4,4,0,0,281,,9879011292,,,,
565,24091501525,C.R.C. NO. 15,GAUTAM VIDYA VIHAR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,8,12,4,12,5,20,4,18,6,20,8,26,4,14,4,0,0,0,0,0,0,0,0,0,5,5,5,0,0,281,2239027,9925018751,,,,gautamschool21@gmail.com
566,24091501526,C.R.C. NO. 15,SHREE AVANI VIDYAMANDIR,Pvt. Unaided                                                               ,Primary                                                                    ,23,13,22,8,26,14,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,281,2235985,9904468686,,,,j_jalu@yahoo.com
567,24091501527,C.R.C. NO. 15,SHREE NAVYUG HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,42,84,44,49,20,50,23,8,3,11,11,0,0,281,2235985,9904468686,,,9427066614,j_jalu@yahoo.com
568,24091501528,C.R.C. NO. 15,SHRI AMBIKA SECONDARY SCHOOL(ENG. MED.),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4,4,0,0,281,2235657,9925117731,,,,bhoomidave2009@gmail.com
569,24091501529,C.R.C. NO. 15,DEEP VIDHYALAY,Pvt. Unaided                                                               ,Primary                                                                    ,9,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,9825642719,,,,vikasvidhyalay2013@gmail.com
570,24091501601,C.R.C. NO. 4,SCHOOL NO.33,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,36,32,35,48,36,58,52,54,45,49,38,44,46,39,48,34,0,0,0,0,0,0,0,0,5,13,18,18,0,0,,,9428051694,,,9824342097,school33rmc@gmail.com
571,24091501602,C.R.C. NO. 4,SCHOOL NO.17,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,18,17,15,20,13,30,14,23,21,14,29,14,25,14,18,18,0,0,0,0,0,0,0,0,2,9,11,11,0,0,,,8155050156,,,9429164397,rajkotmsbht17@gmail.com
572,24091501603,C.R.C. NO. 4,SCHOOL NO.68,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,21,19,13,18,13,18,15,14,18,14,13,6,9,14,15,16,0,0,0,0,0,0,0,0,3,5,8,8,0,0,,,9714247330,,,9428298535,school68rmc@gmail.com
573,24091501604,C.R.C. NO. 3,SCHOOL NO.98,Municipal School Board(MSB)                                                ,Primary                                                                    ,14,30,11,15,15,29,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,,,9428250473,281,2586877,9824849752,rajkotmsbht98@gmail.com
574,24091501608,C.R.C. NO. 16,SCHOOL NO.76,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,54,48,55,53,53,50,57,51,57,47,47,60,50,50,58,38,0,0,0,0,0,0,0,0,7,14,21,21,0,0,,,9426050131,,,9979101962,
575,24091501609,C.R.C. NO. 16,SHEFARD VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,14,22,20,13,16,9,18,18,10,9,12,10,8,12,2,0,0,0,0,0,0,0,0,1,7,8,8,0,0,,,9429314168,,,9429314168,
576,24091501610,C.R.C. NO. 16,SWAMI VIVEKANAND VIDHYAMANDIR,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,52,99,71,0,0,0,0,6,1,7,7,0,0,281,2387880,9428036237,,,,swamivvmandir2012@gmail.com
577,24091501611,C.R.C. NO. 16,SWAMINARAYAN VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,67,43,53,42,45,48,45,39,48,31,39,25,28,27,28,24,0,0,0,0,0,0,0,0,1,16,17,2,15,0,281,2385395,9825240274,,,,swaminarayanshixaniksankul@gmail.com
578,24091501612,C.R.C. NO. 16,GULAB PRATHAMIK SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,5,4,6,6,3,6,5,6,3,1,3,4,4,5,3,0,0,0,0,0,0,0,0,4,4,8,8,0,0,281,2385387,9825195777,0,0,,
579,24091501613,C.R.C. NO. 16,SHREE AMARNATH VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,66,49,77,39,70,47,58,50,62,51,57,36,58,40,54,30,0,0,0,0,0,0,0,0,1,11,12,0,12,0,281,2385436,9824220781,,,9537763866,
580,24091501614,C.R.C. NO. 16,SHREE KRISHNA VIDHYALAY ,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,22,19,14,12,10,10,11,13,12,11,6,11,3,6,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,0,281,3209420,9723615612,,,,
581,24091501615,C.R.C. NO. 16,MADHAVRAY VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,5,13,16,9,10,9,11,12,8,9,17,15,25,12,19,10,14,15,12,8,0,0,0,0,3,7,10,3,7,0,281,2387517,9898619073,,,9898619073,madhavrayvidyamandir@yahoo.com
582,24091501616,C.R.C. NO. 16,DR. D N M VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,7,9,4,6,5,6,3,3,0,8,2,3,4,1,2,0,0,0,0,0,0,0,0,4,2,6,6,0,0,,,9879298378,,,,
583,24091501618,C.R.C. NO. 16,"SWAMI VIVEKANAND VIDHYAMANDIR
SWAMI VIVEKANAND VIDHYAMANDIR
SWAMI VIVEKANAND VIDHYAMANDIR",Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,23,13,26,17,14,19,20,14,25,18,22,21,26,17,36,23,0,0,0,0,0,0,0,0,2,6,8,,,,281,2387880,9428463496,,,,
584,24091501619,C.R.C. NO. 16,JAY YOGESHVAR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,18,14,0,0,0,0,3,1,4,,,,281,2385395,9825240274,,,,jayyogeshvarmadhyamikshala@gmail.com
585,24091501620,C.R.C. NO. 16,SHREE KHODIYAR HIGHER SEC SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,9,2,0,2,,,,281,2385436,9824220781,,,9537763866,khodiyaruchchatarvidhyalaya@gmail.com
586,24091501621,C.R.C. NO. 16,SHREE KHODIYAR VIDHYALAYA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,37,25,8,14,14,4,1,3,4,1,3,0,281,2385436,9824220781,,,9537763866,
587,24091501701,C.R.C. NO. 6,SCHOOL NO.15,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,16,19,16,17,22,35,32,17,31,38,43,43,37,44,36,42,0,0,0,0,0,0,0,0,8,8,16,0,2,0,,,8905606503,,,,rajkotmsbht15@gmail.com
588,24091501702,C.R.C. NO. 6,SCHOOL NO.32,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,12,14,7,15,8,11,13,18,13,13,26,16,20,20,20,16,0,0,0,0,0,0,0,0,4,4,8,0,4,0,,,9429189818,,,,
589,24091501703,C.R.C. NO. 7,SCHOOL NO.43,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,64,66,57,67,56,65,85,97,54,74,89,83,90,93,93,70,0,0,0,0,0,0,0,0,10,22,32,16,0,0,,,7698954545,,,9737298981,rjkotmsbht43@gmail.com
590,24091501704,C.R.C. NO. 5,SCHOOL NO.46,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,9,9,3,13,8,18,16,14,15,20,17,18,13,18,13,17,0,0,0,0,0,0,0,0,1,7,8,8,0,0,,,9429561331,,,9274538238,
591,24091501706,C.R.C. NO. 5,SCHOOL NO.77,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,4,7,5,8,10,14,7,11,10,15,17,20,15,17,20,15,0,0,0,0,0,0,0,0,1,9,10,32,0,0,,,9428894275,,,9099056104,rajkotht77@gmail.com
592,24091501707,C.R.C. NO. 5,SCHOOL NO.89 B,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,54,56,43,43,48,35,35,45,42,47,36,33,53,47,25,25,0,0,0,0,0,0,0,0,10,7,17,8,0,0,,,9924098738,,,9924098138,
593,24091501709,C.R.C. NO. 16,SARASVATI VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,28,17,21,20,28,16,28,15,28,17,23,17,19,13,20,11,13,11,10,12,0,0,0,0,8,5,13,10,0,0,281,2384435,9429567104,,,,
594,24091501712,C.R.C. NO. 17,SANDIPANI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,39,26,30,34,37,42,41,26,28,19,24,22,32,18,24,14,0,0,0,0,0,0,0,0,1,8,9,17,0,0,281,2701259,9408004259,281,6992550,9727228815,sandipani_school@yahoo.com
595,24091501713,C.R.C. NO. 17,SARDA PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,10,9,10,14,14,15,12,10,11,17,7,23,9,15,13,0,0,0,0,0,0,0,0,3,7,10,13,0,0,281,2704286,9824241398,,,9898923986,shardagaytrividhyalay@gmail.com
596,24091501714,C.R.C. NO. 17,BUNYAD PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,14,16,13,14,17,8,7,16,11,5,13,10,7,6,7,0,0,0,0,0,0,0,0,4,2,6,9,0,0,281,2387511,9825195777,,,,
597,24091501715,C.R.C. NO. 17,SARVODAY PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,18,21,20,23,12,20,20,21,21,19,16,21,15,12,17,0,0,0,0,0,0,0,0,0,8,8,0,10,0,281,2707542,9924011878,,,,
598,24091501717,C.R.C. NO. 17,SHREE GOKUL VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,27,13,23,12,18,10,23,15,22,12,13,11,18,8,13,7,0,0,0,0,0,0,0,0,2,7,9,0,6,0,,,9879535781,,,9979555881,
599,24091501719,C.R.C. NO. 17,SANSAKAR PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,45,29,41,37,43,26,28,19,35,20,25,20,17,28,16,12,0,0,0,0,0,0,0,0,4,6,10,0,8,0,281,2387171,9924941514,,,,sanskarschool3@gmail.com
600,24091501720,C.R.C. NO. 17,TAXSHEELA VIDHYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,12,14,14,24,19,14,20,28,16,33,16,30,20,31,17,0,0,0,0,0,0,0,0,1,7,8,0,9,0,281,2708236,,,,,
601,24091501721,C.R.C. NO. 17,JAY SOMNATH VIDYALAY,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,55,99,54,22,24,25,24,8,0,8,0,10,0,281,2703487,9426949457,,,,jaysomnathvidyalay@gmail.com
602,24091501722,C.R.C. NO. 17,VIDHYANJALI VIDHYALAY,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,20,15,16,10,15,10,11,25,22,9,23,9,19,12,13,8,22,15,18,3,0,0,0,0,3,6,9,8,0,0,281,,9427721930,,,9374305896,
603,24091501723,C.R.C. NO. 17,ALLMIGHTY SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,14,9,4,16,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,8,0,0,281,,9824885384,,,,
604,24091501724,C.R.C. NO. 17,NOOTAN GIRLS HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,50,0,50,0,48,5,0,5,0,9,0,281,2707542,9924011818,,,,nootangirlshighschool@gmail.com
605,24091501725,C.R.C. NO. 17,BUNIYAD HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,19,35,14,14,0,45,0,2,2,4,4,0,0,281,2387511,995418183,,,9825195777,
606,24091501726,C.R.C. NO. 17,NUTAN KANYA PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,5,7,7,9,8,11,11,6,3,7,2,3,3,0,0,0,0,0,0,0,0,0,0,1,5,6,5,0,0,,,,,,9924011818,
607,24091501727,C.R.C. NO. 17,SHREE SANSKRUTI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,11,8,1,0,7,7,0,0,0,0,0,0,0,0,1,3,4,0,4,0,281,2701259,9408004259,281,6992550,,sanskrutividhyalay2013@gmail.com
608,24091501728,C.R.C. NO. 7,SHREE SANDIPANI VIDHYALAY (HIGH SCHOOL),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,26,19,0,15,0,5,1,4,5,0,6,0,281,6992550,9408004259,281,2701259,9727228815,sandipanischool@yahoo.com
609,24091501729,C.R.C. NO. 17,VANI NIKETA VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,7,7,12,11,4,11,6,12,8,3,4,2,3,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,281,2387722,,,,,
610,24091501730,C.R.C. NO. 7,SHREE GAYATRI HIGHSCHOOL ,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,12,5,0,0,0,0,4,1,5,5,0,0,281,2704286,9824241398,,,9898923986,gayatri_highschool@yahoo.com
611,24091501731,,RAGHUVIR PRATHMIK SHALA ,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,38,13,16,18,29,28,38,27,33,24,25,11,29,19,28,16,0,0,0,0,0,0,0,0,1,6,7,2,2,0,281,,9879251097,,,,
612,24091501732,C.R.C. NO. 17,TRIMURTI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,9,8,11,8,11,5,0,8,2,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,,,9879251097,,,,
613,24091501733,C.R.C. NO. 17,GRACE PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,21,19,24,19,14,11,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,0,281,,9824885384,,,,
614,24091501734,C.R.C. NO. 7,SANDIPANI ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,11,4,5,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,281,2701259,9408004259,281,6992550,9727228815,sandipani.school@yahoo.com
615,24091501735,C.R.C. NO. 17,NOBAL  VIDHYALAY ,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,15,18,17,20,16,13,20,6,21,12,17,16,21,15,22,20,24,13,0,0,0,0,0,0,6,8,14,4,0,0,,,9909924608,,,9925024607,
616,24091501736,C.R.C. NO. 17,JAY-VIJAY VIDHYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,15,3,2,1,0,0,1,1,1,4,5,0,2,1,0,0,0,0,0,0,0,0,0,2,4,6,4,0,0,,,9624078585,,,9687512556,
617,24091501737,C.R.C. NO. 17,KILLOL PRATHMIK SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,4,2,1,5,4,2,1,3,4,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,0,,,8980857999,,,,
618,24091501801,C.R.C. NO. 7,SCHOOL NO. 13,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,18,19,16,21,26,16,21,26,29,27,19,20,26,19,18,0,0,0,0,0,0,0,0,5,6,11,6,0,0,,,9904225870,,,9428270316,rajkotmsbht13@gmail.com
619,24091501802,C.R.C. NO. 16,SCHOOL NO. 14,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,15,15,11,15,16,11,10,10,17,13,9,16,10,16,8,11,0,0,0,0,0,0,0,0,0,8,8,2,0,0,,,9687606626,,,940831010,
620,24091501803,C.R.C. NO. 6,SCHOOL NO. 53,Municipal School Board(MSB)                                                ,Primary                                                                    ,27,27,11,14,14,14,10,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,11,0,0,,,9723463664,,,,
621,24091501804,C.R.C. NO. 6,SCHOOL NO. 67,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,68,63,66,62,56,73,64,89,70,73,84,75,94,65,77,55,0,0,0,0,0,0,0,0,8,18,26,8,0,0,,,9377713757,,,9327364368,
622,24091501805,C.R.C. NO. 7,SCHOOL NO. 72,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,8,12,9,11,10,10,5,14,13,11,14,20,17,10,17,18,0,0,0,0,0,0,0,0,6,1,7,5,0,0,,,9662020321,,,9824412555,
623,24091501806,C.R.C. NO. 6,SCHOOL NO. 97,Municipal School Board(MSB)                                                ,Primary                                                                    ,38,45,29,39,28,30,36,36,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,26,0,0,,,9825620308,,,9374165006,pldethana@gmail.com
624,24091501812,C.R.C. NO. 18,PRATHMIK SARADA MANDIR,Pvt. Aided                                                                 ,Primary with Upper Primary                                                 ,9,0,7,3,3,6,5,0,10,5,7,10,7,9,16,8,0,0,0,0,0,0,0,0,1,5,6,7,0,0,281,2363221,9925361582,,,,
625,24091501814,C.R.C. NO. 18,KALARAV SCHOOLS,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,12,3,10,15,10,1,16,12,19,15,12,6,10,8,9,5,12,5,8,4,6,1,0,0,3,5,8,10,0,0,281,2360062,9974073073,,,9724274074,
626,24091501815,C.R.C. NO. 18,JIVANDEEP VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,20,18,10,20,13,20,12,19,10,16,10,23,14,13,9,0,0,0,0,0,0,0,0,1,8,9,6,0,0,,,9374395582,,,8347737157,shreejivandeepvidhyalaya@gmail.com
627,24091501818,C.R.C. NO. 18,SADGURU VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,14,12,8,25,23,20,9,28,11,17,11,11,7,17,12,0,0,0,0,0,0,0,0,1,8,9,8,0,0,,,9879589297,,,,svschools@yahoo.in
628,24091501820,C.R.C. NO. 18,MORDAN PRAIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,3,6,0,,,9824558760,,,,
