s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
435,C.R.C. NO. 12,24091501298,SUNFLOWER ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,16,18,6,17,5,13,10,15,6,7,7,6,4,6,4,0,0,0,0,0,0,0,0,0,9,9,4,5,2,6,1,281,25107344,9712174040,,7574818844,sunf.sv@gmail.com,
436,C.R.C. NO. 12,24091501299,INNOVATIVE SCHOOL(GUJ-SEC. & H.S.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,59,37,56,28,65,24,6,11,17,0,0,17,0,0,281,2572768,9824460842,,9377064693,info@innovativeschools.in,www.innovativeschools.in
437,C.R.C. NO. 3,24091501301,SCHOOL NO.18,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,5,11,6,5,9,6,3,3,5,6,10,5,7,1,3,7,0,0,0,0,0,0,0,0,2,4,6,3,3,6,0,0,,,9428251816,,9428251816,rajkotmsbht18@gmail.com,
438,C.R.C. NO. 3,24091501303,SCHOOL NO.40,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,8,14,10,7,7,2,1,11,5,4,4,6,4,8,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,4,0,0,,,9824967888,,9714622977,rajkotmsbht40@gmail.com,
439,C.R.C. NO. 3,24091501304,SCHOOL NO.44,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,16,23,15,16,8,22,19,19,29,29,24,19,13,18,30,14,0,0,0,0,0,0,0,0,2,9,11,6,5,11,0,0,,,9904177511,,9904177511,mahadevsch44@gmail.com,
440,C.R.C. NO. 2,24091501305,SCHOOL NO.74,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,6,4,8,6,3,9,5,7,7,11,11,12,9,6,12,6,0,0,0,0,0,0,0,0,1,5,6,3,3,6,0,0,,,9428258528,2457094,,74hedgewar@gmail.com,74hedgewar.blogspotpot.com
441,C.R.C. NO. 13,24091501307,C N MAHETA VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,1,5,2,2,3,4,3,9,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,6,7,4,3,7,0,0,281,2332655,9428157215,,9426900988,cnmehata.office@gmail.com,
442,C.R.C. NO. 13,24091501308,GYANSAURABH VIDHYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,26,21,20,20,28,21,30,31,35,22,32,21,30,16,29,30,0,0,0,0,0,0,0,0,4,4,8,4,4,5,0,3,281,2331982,8347905040,,9824416980,gyansaurabhschool99@gmail.com,
443,C.R.C. NO. 13,24091501312,PARISHARAM PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,23,39,27,36,19,29,36,46,28,42,25,39,39,41,27,0,0,0,0,0,0,0,0,0,7,7,4,3,7,0,0,281,2563676,9427222011,0,,parishramschool@gmail.com,
444,C.R.C. NO. 13,24091501313,PATHAK PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,63,44,72,56,84,53,79,44,103,57,90,71,122,68,124,66,0,0,0,0,0,0,0,0,1,20,21,12,9,21,0,0,281,2332323,,,,pathakschoolgm@gmail.com,www.pathakschools.org
445,C.R.C. NO. 13,24091501314,JYOTI VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,9,8,6,6,9,3,6,2,11,1,5,6,10,5,6,0,0,0,0,0,0,0,0,1,7,8,3,5,2,6,0,281,2377603,9429043992,,9427379462,jyotividyalay@gmail.com,
446,C.R.C. NO. 13,24091501315,MAHATMA GANDHI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,113,0,115,3,124,3,140,0,164,0,182,0,183,0,189,0,0,0,0,0,0,0,0,0,5,27,32,11,21,32,0,0,281,2332133,9978396169,,,mahatmagandhischool@gmail.com,www.mahatmagandhischool.org
447,C.R.C. NO. 13,24091501316,PARIMAL PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,10,13,5,19,4,25,11,20,11,22,11,29,21,34,13,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,281,2577021,9427494666,,,parimalschool@gmail.com,
448,C.R.C. NO. 13,24091501317,ATMIYA SHISHU VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,25,57,22,60,29,69,38,65,40,100,51,86,41,92,54,0,0,0,0,0,0,0,0,7,14,21,10,11,21,0,0,281,2561066,9825789810,,,asvm.yogidham@gmail.com,atmiyaschool.com
449,C.R.C. NO. 13,24091501318,SIMRAN PRATHMIK SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,6,6,6,2,5,5,8,9,8,4,4,4,5,7,2,4,0,0,0,0,0,0,0,0,0,9,9,4,5,8,1,0,,,9375577774,,,brkeshap@gmail.com,
450,C.R.C. NO. 13,24091501319,SHREE HARIDARSHAN VIDYA SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,7,10,4,12,10,13,8,16,10,19,8,20,11,18,7,0,0,0,0,0,0,0,0,2,6,8,4,4,7,1,0,281,2923377,9427729092,,,shreeharidarshan@gmail.com,
451,C.R.C. NO. 13,24091501320,VIDYA AARADHNA SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,5,5,8,6,9,9,9,9,4,5,11,4,9,8,11,5,10,17,10,2,25,19,12,0,5,7,12,4,4,12,0,0,281,2332371,9825132374,,,vidhyaschool@gmail.com,
452,C.R.C. NO. 4,24091501321,A.B.C. PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,10,7,11,9,15,4,14,10,9,10,9,8,8,9,8,6,0,0,0,0,0,0,0,0,2,5,7,4,3,0,7,0,281,2372728,9824560064,,,,
453,C.R.C. NO. 13,24091501322,DHARMA BHAKTI PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,3,6,4,4,3,15,4,15,4,12,5,11,6,21,7,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,281,,9924224548,,,dharmbhaktischool@gmail.com,
454,C.R.C. NO. 13,24091501323,SATKAR PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,20,17,26,20,11,20,11,23,21,34,20,39,12,39,20,0,0,0,0,0,0,0,0,0,7,7,5,2,7,0,0,,,9825394142,,9824237366,satkarschoolrjt@gmail.com,
455,C.R.C. NO. 13,24091501324,ABHISHEK PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,2,3,1,3,2,3,5,1,7,5,7,5,8,2,6,0,0,0,0,0,0,0,0,0,5,5,3,2,2,3,0,,,9825394142,,9824237366,,abhishekschool@gmail.com
456,C.R.C. NO. 13,24091501325,SHRI SATKAR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,37,26,28,43,52,49,4,5,9,0,0,9,0,0,0,,9825394142,,9824237366,satkarschoolrjt@gmail.com,
457,C.R.C. NO. 13,24091501326,GYAN SADHANA VIDHYA DHAM,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,3,3,4,2,5,6,4,4,4,3,3,4,8,3,7,3,23,17,32,9,23,13,35,15,0,2,2,1,1,2,0,0,281,2923377,9426438680,,,gyansadhanavidyadham@gmail.com,
458,C.R.C. NO. 13,24091501327,KANAK HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,5,2,7,0,0,7,0,0,,,9825710041,,8866448884,marveledusys@gmail.com,
459,C.R.C. NO. 13,24091501328,SHRI GYAN SAURABH MADHYAMIK SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,23,28,0,0,0,0,3,3,6,0,0,1,5,0,281,2331982,8347905040,,9824416980,gyansaurabhschool99@gmail.com,
460,C.R.C. NO. 13,24091501329,SMT. S K PATHAK SCHOOL (ENG. MED.),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,49,23,30,22,32,18,27,17,36,29,44,19,45,20,39,23,0,0,0,0,133,52,130,78,3,10,13,5,5,13,0,0,281,2332326,,,,pathakschoolem@gmail.com,www.pathakschools.org
461,C.R.C. NO. 13,24091501330,PATHAK SCHOOL (SEC. & H. SEC.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,75,184,104,82,43,126,84,14,13,27,0,0,27,0,0,281,2332323,,,,pathakschoolgm@gmail.com,www.pathakschools.org
462,C.R.C. NO. 13,24091501331,SHRI C. N. MAHETA HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,28,19,31,15,26,11,1,1,2,0,0,2,0,0,281,2332655,9426900988,,9428157215,cnmehtaoffice@gmail.com,
463,C.R.C. NO. 13,24091501332,SHRI SUNMOON PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,2,1,3,3,2,1,1,0,0,11,9,6,6,16,2,0,0,0,0,0,0,0,0,6,2,8,4,4,8,0,0,0,,9825710041,,8866448884,marveledusys@gmail.com,sunmooneducationzone.org
464,C.R.C. NO. 14,24091501333,PATANJALI SCHOOLS,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,29,27,21,27,12,27,10,14,6,0,0,11,1,5,5,0,0,0,0,0,0,0,0,1,7,8,4,4,2,6,0,281,2360267,9913898286,,9427223254,,
465,C.R.C. NO. 13,24091501334,ATMIYA SHISHU VIDYAMANDIR (ENG. MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,75,27,52,28,61,32,65,28,47,24,41,22,30,19,53,15,0,0,0,0,0,0,0,0,3,10,13,8,5,13,0,0,281,2588527,9825789810,,,asvm.yogidham@gmail.com,atmiyaschool.com
466,C.R.C. NO. 14,24091501335,PATANJALI SCHOOLS (GUJ. MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,1,30,0,31,0,32,0,41,0,41,0,27,0,24,0,0,0,0,0,0,0,0,0,1,8,9,5,4,2,7,0,281,2360267,9913898286,,,patanjalischools@yahoo.com,
467,C.R.C. NO. 13,24091501336,SANDIPANI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,21,16,19,15,8,10,18,17,14,15,10,12,16,18,7,0,0,0,0,0,0,0,0,0,13,13,7,6,2,11,0,281,2380681,9428349451,,,,
468,C.R.C. NO. 13,24091501337,SHRI SARVESHWAR VIDYAMANDIR,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,44,99,58,99,23,98,54,13,9,22,0,0,22,0,0,281,2561066,9825789810,,,sarveshwar.yogidham@gmail.com,www.atmiyaschool.com
469,C.R.C. NO. 13,24091501338,SMT. S K PATHAK SEC. & HIG. SECONDARY SCHOOL ,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,25,59,24,30,5,21,10,14,4,18,0,0,18,0,0,281,2332326,,,,pathakschoolem@gmail.com,www.pathakschools
470,C.R.C. NO. 13,24091501340,PARIMAL HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,19,15,15,9,40,9,2,1,3,0,0,3,0,0,281,2577021,9427494666,,,parimalschool@gmail.com,
471,C.R.C. NO. 13,24091501341,SANDIPANI SCHOOL (SEC AND HIGH. SEC.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,9,13,0,7,4,0,4,4,8,0,0,6,2,0,281,2380681,9428349451,,9428349451,,
472,C.R.C. NO. 13,24091501342,SHRI SAMOZAD VIDHYA MANDIR,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,53,25,0,0,0,0,5,1,6,0,0,6,0,0,,,9879057105,,9879057105,samozadschool@gmail.com,http/yourwebsite.com
473,C.R.C. NO. 13,24091501343,SHRI GYAN GUNJAN VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,,,9879057105,,,,
474,C.R.C. NO. 13,24091501344,AADARSH SCHOOL,Govt. Aided (Pvt.)                                                         ,Upper Primary only                                                         ,0,0,0,0,0,0,0,0,0,0,4,7,6,5,12,11,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,281,2332655,9426900988,,9428157215,cnmehata.office@gmail.com,
475,C.R.C. NO. 13,24091501345,SMT.KANCHANBEN VALLABHBHAI DOBARIA  VIDYAMANDIR,Pvt. Unaided                                                               ,Primary                                                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,2,0,281,2577806,,,,,
476,C.R.C. NO. 13,24091501346,SHREE VALLABHBHAI KADVABHAI DOBARIA SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,0,0,0,0,2,1,3,0,0,1,2,0,281,2577806,,,,,
477,C.R.C. NO. 13,24091501347,AASTHA SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,3,7,2,9,0,0,9,0,0,281,2577806,,,,,
478,C.R.C. NO. 13,24091501348,JAY KISHAN PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,47,51,43,47,29,36,40,34,32,26,26,29,24,13,14,19,0,0,0,0,0,0,0,0,5,4,9,4,5,2,7,0,,,8000060660,,9558922641,jaykishanschool@gmail.com,
479,C.R.C. NO. 13,24091501349,SHREE KRISHNA PRI. & SEC. SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,51,46,64,43,57,45,79,54,60,56,61,49,52,44,53,43,48,38,47,24,16,10,0,0,0,18,18,13,3,18,0,0,0,0,9275033301,,9925932164,krishnaedu@outlook.com,
480,C.R.C. NO. 13,24091501350,SHRI DEEPDARSHAN VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,74,0,93,0,78,0,97,0,99,0,116,0,114,0,113,0,0,0,0,0,0,0,0,7,13,20,8,12,20,0,0,281,2332733,9825696109,,,ddvm@gmail.com,
481,C.R.C. NO. 2,24091501351,SHREE TRINETRA VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,2,2,2,3,1,2,1,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,,,9879891423,,,,
482,C.R.C. NO. 13,24091501352,SHRI MAHATMA GANDHI MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,122,165,134,0,0,0,0,10,8,18,0,0,18,0,0,281,2332733,9825696169,,9825696169,mahatmagandhischool.@yahoocom,
483,C.R.C. NO. 13,24091501353,SHRI MAHATMA GANDHI SCIENCE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,30,31,7,2,9,0,0,9,0,0,281,2332133,,2332733,,mgscienceschool@gmail.com,
484,C.R.C. NO. 13,24091501354,SHRI MAHATMA GANDHI UCHHATAR MA.SHALA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,52,50,3,5,8,0,0,8,0,0,281,2332733,,,,mahatmagandhischool@yahoo.com,
485,C.R.C. NO. 13,24091501355,SHREE GOKUL VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,1,1,2,0,2,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,4,0,0,0,,9723644614,,,gokulschool@in.com,
486,C.R.C. NO. 13,24091501357,H. L. GANDHI VIDYA VIHAR,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,50,0,49,0,49,0,4,2,6,0,0,6,0,0,281,2563649,9925030310,,9925030310,sp_atmiya@yahoo.com,www.atmiya_edu.in
487,C.R.C. NO. 13,24091501358,SHRI B T BHIMANI SEC. AND HIGH. SEC.SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,3,3,0,0,2,1,0,281,2578924,9426964443,,9426964443,bhimani.school@gmail.com,
488,C.R.C. NO. 13,24091501359,"SARDAR PATEL VIDHYAMANDIR, MAVDI",Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,184,0,162,53,144,57,22,3,25,0,0,25,0,0,281,2388029,9426168437,,9426168437,sardarpatelvidhyamandir@gmail.com,
489,C.R.C. NO. 13,24091501360,SHREE S.H. PAREKH  H. SE. SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,4,5,0,5,0,0,1,4,0,281,2332864,9427163458,,9427163458,svvp.edu@gmail.com,
490,C.R.C. NO. 13,24091501361,SMT. S.S. PAREKH HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,19,11,0,0,0,0,4,1,5,0,0,1,4,0,281,2332864,9427163458,,9427163458,svvp.edu@gmail.com,
491,C.R.C. NO. 13,24091501362,SHREE J.S.PAREKH PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,17,6,8,10,6,14,10,12,13,15,11,20,13,21,9,0,0,0,0,0,0,0,0,1,8,9,5,4,2,7,0,281,2332601,9427163458,,,svvp.edu@gmail.com,
492,C.R.C. NO. 13,24091501363,SHREE K. G. DHOLAKIYA SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,166,111,144,81,131,82,151,100,137,87,197,89,193,98,220,105,263,97,288,135,500,404,540,373,25,44,69,20,10,19,50,0,281,2333000,9727783622,0,9913500037,narendrameva108@gmail.com,
493,C.R.C. NO. 13,24091501364,B.H.RATHOD SEC & HSEC. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,78,37,63,25,46,34,7,2,9,0,0,2,7,0,281,2563676,9428038833,,9428038833,parishramschool@gmail.com,
494,C.R.C. NO. 13,24091501365,SHRI SWATI PRA.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,5,5,4,8,6,5,7,10,3,7,7,1,8,0,0,0,0,0,0,0,0,0,0,3,5,8,5,3,2,6,0,281,,9374127430,,,hitesh.chavda2773@gmail.com,
495,C.R.C. NO. 13,24091501366,SNSD SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,15,4,7,9,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,0,0,6,0,,,9898477794,2587844,9662696929,snsdkids@gmail.com,
496,C.R.C. NO. 1,24091501367,SAMARPANVIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,2,5,0,0,,,9428890196,,9428890196,,saraswatvn@gmail.com
497,C.R.C. NO. 13,24091501368,SARDAR PATEL GYAN MANDIR-RAJKOT,Pvt. Unaided                                                               ,Upper Primary only                                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,3,1,4,0,4,4,0,0,281,2388029,9925658103,,,sardarpatelgyanmandir@gmail.com,
498,C.R.C. NO. 13,24091501369,ATMIYA SCHOOL OF SCIENCE,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,2,1,2,3,0,0,3,0,0,281,2561066,9825935550,,9825935550,sarveshwar.yogidham@gmail.com,
499,C.R.C. NO. 13,24091501370,SHRI SARVESHWAR VIDYAMANDIR (ENG. MED.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,27,47,21,31,6,0,0,5,2,7,0,0,7,0,0,281,2561066,9825789810,,9825789810,sarveshwar.yogidham@gmail.com,
500,C.R.C. NO. 13,24091501371,MANSHI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,4,4,1,4,2,3,4,7,3,5,4,3,2,2,4,0,0,0,0,0,0,0,0,0,9,9,5,4,2,7,0,281,2578924,9426964443,,7043867857,bhimani.school1234@gmail.com,
501,C.R.C. NO. 13,24091501372,SKP PRANAMI PRI.SEC.SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,71,28,32,29,34,31,26,28,35,16,37,9,43,14,44,11,47,15,51,4,56,17,83,13,3,19,22,8,8,22,0,0,0,,9904088826,,9904088829,skpschool@gmail.com,
502,C.R.C. NO. 13,24091501373,SHRI SAMOZAD VIDHYA MANDIR,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,1,0,1,0,0,1,0,0,,,9879057105,,9879057105,,
503,C.R.C. NO. 13,24091501374,NESHANAL PRATHMIK SHALA,Pvt. Unaided                                                               ,Primary                                                                    ,0,0,6,2,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,,,9825394142,,9824237366,neshanalschool@gmail.com,
504,C.R.C. NO. 13,24091501375,RAJKOT PUBLIC SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,6,4,16,6,14,11,9,2,10,12,13,4,10,7,7,8,10,5,10,4,0,0,0,0,6,22,28,18,8,28,0,0,,,7575006021,,7575030764,rpsgovt2014@gmail.com,www.rajkotpublicschool.org
505,C.R.C. NO. 13,24091501376,SHREE SUNMOON ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,3,3,2,4,0,,,9825710041,,8866448884,marveledusys@gmail.com,sunmooneducationzone.org
506,C.R.C. NO. 13,24091501377,DELTA SCHOOLS,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,18,12,28,11,4,2,6,0,0,6,0,0,281,2331517,9426216158,2331517,9428212667,deltaschools@rediffmail.com,
507,C.R.C. NO. 13,24091501378,P. & B. BABARIYA PRI. SCH. (ENG. MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,3,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,2,3,0,,,9979062371,,,bharatbabariya44@gmail.com,
508,C.R.C. NO. 13,24091501379,LITTLE STAR PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,10,23,16,20,13,18,9,24,15,33,5,16,16,15,11,0,0,0,0,0,0,0,0,0,3,3,2,1,3,0,0,281,2577021,9427494666,,,parimalschol@gmail.com,
509,C.R.C. NO. 13,24091501380,SRI SRI ACADEMY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,23,6,32,10,15,5,7,8,7,9,5,3,5,3,0,0,0,0,0,0,0,0,0,0,1,21,22,12,10,2,20,0,281,6597233,9227560009,,,srisrischool@gmail.com,www.ssrum.org
510,C.R.C. NO. 13,24091501381,NACHIKETA SCHOOLING SYSTEM,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,39,29,35,28,36,25,34,21,41,25,40,24,35,15,27,20,0,0,0,0,0,0,0,0,2,8,10,6,4,2,8,0,,,7600626262,,7600646464,info@nachiketaschoolingsystem.org,www.nachikeyaschoolingsystem
511,C.R.C. NO. 13,24091501382,SHREE MAHATMA GANDHI SCHOOL(ENG.MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,3,16,6,11,3,7,5,10,8,7,4,4,2,3,6,0,0,0,0,0,0,0,0,1,8,9,8,1,9,0,0,281,2332133,9978396169,,,,
512,C.R.C. NO. 13,24091501383,MODI SCHOOL(ENG.MED.),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,12,6,6,3,6,3,5,5,19,8,14,5,14,5,11,2,6,2,0,0,2,0,0,0,2,12,14,4,5,4,10,0,,,9913199723,,7698777757,modischoolambika@gmail.com,
513,C.R.C. NO. 13,24091501384,MODI SCHOOL(GUJ.MED.),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,7,0,17,6,12,3,8,8,11,7,11,4,16,9,28,4,8,7,0,0,5,2,0,0,2,13,15,4,5,4,11,0,,,9913199723,,7698777757,modischoolambika@gmail.com,
514,C.R.C. NO. 13,24091501385,SHREE BHARATVAN PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,6,4,9,9,13,8,6,8,6,18,16,17,11,9,8,6,0,0,0,0,0,0,0,0,1,7,8,4,4,2,6,0,,,9898847080,,9512099059,,
515,C.R.C. NO. 2,24091501401,SCHOOL NO.60,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,44,59,53,48,57,52,60,45,49,67,48,47,44,50,57,47,0,0,0,0,0,0,0,0,3,22,25,17,8,25,0,0,,,9998783963,,9726532687,rajkotmsbht60@gmail.com,
516,C.R.C. NO. 2,24091501402,SCHOOL NO.56,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,12,9,17,19,10,10,12,15,18,10,9,15,21,6,9,14,0,0,0,0,0,0,0,0,1,8,9,5,4,9,0,0,281,,9904003497,2450768,9427222374,,
517,C.R.C. NO. 2,24091501403,SCHOOL NO.59,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,16,13,19,28,16,27,20,23,20,35,41,40,31,41,42,54,0,0,0,0,0,0,0,0,4,13,17,8,9,17,0,0,,,9426980976,,9429045023,,
